Количество звёзд,Текст рецензии,Количество слов
5,"5Первое моё знакомство с творчеством Виктории прошло на ура, и у меня есть её книга на бумаге с автографом, поэтому с удовольствием взяла и другую книгу на чтение.История «Как я прогуляла урок некромантии» рассказывает нам про молодую ведьмочку, 19 лет. Хотя ей не стоит говорить о том, что она молодая, обидится. И я посмотрела бы на тех, кто в свои 18-19 считал себя маленьким, обычно переступая этот порог мы чтим себя уже взрослыми, хотя на деле опыта 0, а иногда и разумности не хватает. Поэтому посмотрев на поведение героини, однозначно могу сказать что я верю и в её наивность, и в её поведение. Так что за героиней интересно было наблюдать, а когда узнаешь, что она ещё и очень долго находится под проклятием невезения, понимаешь часть поступков ещё больше. А иначе это и не жизнь вовсе будет, если постоянно что-то неприятное случается, пофигизм, (а это именно то, что она положила на свою учёбу) помогает ей не сойти с ума. Мне бы так научиться с работой и не брать на себя лишнее, было бы круто.Единственное, что немного огорчило во время чтения, это течение времени. Первые события произошли очень быстро, а потом как-то резко прошёл месяц. Возможно мне воспринялось бы это легче, если бы эти рамки не указывались. Но для меня это всё что можно отнести к недочетам.Историю читать было интересно, а самое главное весело. Было много классных моментов. Где-то даже удивление, на грани «а что, так можно было?». Так что читая историю, я действительно отдохнула, и это именно что мне было так нужно, после тяжёлых рабочих будней.",248
5,"5Захватывающее фэнтези непохожее на другие.Пролог может немного напугать... Много персонажей, имён, событий... Но мой совет: не бросайте книгу... И вы не пожалеете... ) Очень интересная небанальныя сюжетная линия... Неожиданные повороты... Тут переплетаются дружба и любовь...  дворцовые интриги и закрытые сообщества... Новые необычные расы... Да и амазонки были неожиданностью )Все герои очень живые, даже второстепенные не обделены вниманием. Отлично прописаны характеры, чувства и мысли всех героев... Их поступки заставляют несколько раз менять своё к ним отношение. Очень понравилось становление главной героини. От девчонки ничего не понимающей в жизни и окружающем мире, до такой железной леди, которой возможно ещё предстоит спасти мир (надеюсь так и будет)...Если в первой части мы уже познакомились с ванпулами... То знакомство с визийя нам только предстоит... И очень уж интересно как Джоан выкрутится из создавшейся ситуации... Читать дальше... Однозначно... )",131
5,"5Захватывающее фэнтези непохожее на другие.Пролог может немного напугать... Много персонажей, имён, событий... Но мой совет: не бросайте книгу... И вы не пожалеете... ) Очень интересная небанальныя сюжетная линия... Неожиданные повороты... Тут переплетаются дружба и любовь...  дворцовые интриги и закрытые сообщества... Новые необычные расы... Да и амазонки были неожиданностью )Все герои очень живые, даже второстепенные не обделены вниманием. Отлично прописаны характеры, чувства и мысли всех героев... Их поступки заставляют несколько раз менять своё к ним отношение. Очень понравилось становление главной героини. От девчонки ничего не понимающей в жизни и окружающем мире, до такой железной леди, которой возможно ещё предстоит спасти мир (надеюсь так и будет)...Если в первой части мы уже познакомились с ванпулами... То знакомство с визийя нам только предстоит... И очень уж интересно как Джоан выкрутится из создавшейся ситуации... Читать дальше... Однозначно... )",131
5,"5Книга привлекла внимание с первого же момента -  контрастом между умиротворяющей обложкой с нежным названием и резкими словами, с которых начинается повествование...Ну это же детектив!  - решила я и приготовилась к знакомству с миром бандитов и криминала...Не тут-то было! Нить сюжета завела в мир недомолвок, намёков, брошенных фраз и неожиданных поворотов событий. К финалу вдруг понимаешь, что на страницах были разбросаны абсолютно все подсказки, и они лежали на виду, ведя читателя к логичному завершению. Но не только разгадка трагедии оказалась интересной. Автор выходит за рамки основной идеи и придаёт много внимания взаимоотношениям между героями. Поэтому персонажи вышли живыми и вызывают сочувствие и симпатию. Не могу назвать однозначно плохого и хорошего героя. Приятным бонусом оказалось описание природы нижней Волги, городских достопримечательностей, этакий культурный туризм. Большое спасибо автору - книга достойна экранизации!",128
5,"4.5Дисклеймер раз:Это пьеса Агаты Кристи, переработанная Чарльзом Осборном в роман - спасибо ему огромное! Я терпеть не могу читать пьесы, но обожаю леди Агату, так что смогла познакомится с еще одним ее сюжетом без раздражающего формата.Дисклеймер два:Интересно, создатели фильма «Достать ножи» читали «Черный кофе»?Итак, роман.К Эркюлю Пуаро обращается физик сэр Клод Эмори, разработавший новую формулу взрывчатого вещества - у него есть подозрения, что формулу пытаются украсть. Он просит Пуаро срочно приехать и поработать курьером - дескать, только ему тот может доверить конверт для передачи формулы в соответствующее министерство. Однако к приезду маленького бельгийца и его верного напарника - Гастингса - формула уже похищена. Более того, и сам физик мертв.Это очень камерное произведение: все события происходят в основном в одной комнате, в гостиной, где умер сэр Клод. Сюда постоянно входят и выходят герои, тут происходят все разговоры и разбирательства, тут теряются и находятся вещи. Сюда выходят двери кабинета, из которого похищена злополучная формула, есть дверь в коридор и большое французское окно с выходом в сад. Очень легко представить, как это выглядит на сцене, собственно я так и строила картинку в своей голове - театрально.И все самое важное происходит тоже здесь. Но из-за того, что героев несколько, следить за всеми сразу не получается. Как в театре. В комнате несколько человек, и автор(ы) показывают то одного, то другого, обращают внимание, но червячок сомнения возится в сознании - а не смотрела ли я не на того героя, когда КТО-ТО сделал нечто? Так ли важно то, что я увидела, или то, чего я НЕ увидела важнее? Автор(ы) играют вниманием читателя, показывая всё, но смещая акценты. Маскируют очевидное, выставляя его напоказ.К тому же адекватно расставлять приоритеты подозрений мешал вышеуказанный фильм. Схожестей тут немало: пресловутая камерность, большое, но не слишком дружное семейство, тайны домочадцев, слухи о скандалах, завещание, коробка с лекарствами. Я никак не могла отделаться от мысли, что сэр Клод самоубился, хотя это совсем не вязалось с его характером.А ещё все время хотелось подозревать тех, кому уделялось мало внимания. И при этом в мозгу стучалась мысль: ""А им то какая выгода? Чего ещё я не знаю?"" Вот за эту судорожную работу серых клеточек, за сомнения, за напряжение в простом в общем то сюжете я и люблю Агату Кристи ))И все же, это в первую очередь пьеса. Я бы с бо́льшим удовольствием посмотрела ее, чем прочитала.Книгомарафон",366
5,"5Замечательная история взросления, коварные школьные интриги, подростковые проблемы, крепкая дружба, различия в семейных и жизненных обстоятельствах. Всё это в очень родном и близком сердцу российском антураже деревенского лета.  И, конечно же, восхитительно нежная и трепетная первая любовь, стойко выдерживающая испытания робстью, недомолвками, неуверенностью и временем.",45
5,"5Книга рассчитана на детей младшего школьного возраста, поэтому дочке в шесть лет безумно понравилось. Она подойдёт, как для самостоятельного чтения, так и для чтения взрослыми.Ребёнок в восторге, а с истории о попугае Арчи я сама смеялась в голос.Хочу отметить, что кроме забавных историй, познавательным для каждого будут подробные советы по уходу за каждым из животных: ястребом, ужом, улиткой, хомяком и многими другими.Источник",59
5,"5Василиса работает репетитором по английскому языку и в силу молодости сильно нервничает перед каждым старшеклассником. В прошлом у неё уже была одна неприятная ситуация, из-за которой ей пришлось переехать и начать новую жизнь, но это не помешало ей вернуться к любимой работе.Новой проблемой для Василисы становится Елисей - способный парень, родителям которого мягко говоря наплевать на сына, лишь бы учился и поступил в вуз. Однако репетитор увидела в парне не просто бунтаря, а настоящего человека.Но что делать, если Елисей неожиданно пропал? Обзвон родителей не дал никакой полезной информации, а лучший друг также в поисках парня. Казалось бы ну и ладно, молодой, импульсивный, но это совсем ведь не похоже на него. Поэтому Василиса решает найти ученика, какие бы опасности при этом не встали на пути. С начала все кажется довольно просто, увлекательно и местами даже предсказуемо и совсем не догадываешься, что ждёт тебя впереди повествования.Догадки по поводу главного злодея у меня были и даже мысли о том, что связывает их с жертвой тоже посещали. Но это совершенно не помешало мне насладится книгой и держать рот открытым до самого финала. Отдельно отмечу замечательный авторский слог, по мне он идеальный: люблю когда текст читается быстро, легко, при этом ни описания, ни рассуждения не удручают, сцены меняются, а интерес всё больше крепнет. И пишет автор, казалось бы о простых вещах, но так душевно, что от книги не хочется отрываться ❤Поэтому прочтите это немедленно                                                Источник",224
5,"5В дачном кооперативе ""Сапфир"" раньше жило больше народу, пока не обанкротился местный завод, теперь же здесь осталось меньше десяти жилых домов, но даже  несмотря на это в тут гремят нешуточные страсти:Во-первых, не на шутку разыгралась вражда двух семей Иваневских и Жужиковых, но это не помешало их внукам полюбить друг друг, чем не Ромео и Джульетта?Во-вторых, недавнее загадочное землетрясение рядом с разрушенной старой церковью тоже наделало не мало шуму. Да такого, что на место выехал ""знаменитый"" блогер-экстрасенс Тайницкий, снимать новый выпуск ""Сверхнатурального"".В-третьих, в кооператив после землетрясения приехали ещё две загадочные фигуры Дарья и старик Томас де Торквемада, целью которых решить, чьих рук дело царящая вокруг атмосфера: ведьмы или демона.В-четвёртых, когда казалось бы последние новости улеглись, произошло ужасное преступление и чьих это рук дело, окружающим остаётся лишь догадываться...История с цепляющих названием, которая подарит Вам пару занятных вечеров и погрузит в готическую и мрачную атмосферу дачного кооператива, куда, как пчёлы на мёд, приезжают интересные герои. Каждому из них автор уделяет достаточно внимания, чтобы для читателя в полной мере раскрылась история героя, его характер и намерения. Не меньше внимания кстати достаётся и самому ""Сапфиру"", автор делится с нами информацией с самых истоков его создания.Сам сюжет не стоит на месте и с первых же страниц увлекает своей динамикой, таинственностью и мистикой. Читается легко, повествование ведётся от лица разных героев истории, тем самым раскрывая лучше подробности происходящего.Источник",218
5,"5Книга, над которой я смеялась в кофейнеРоман Ивана Шипнигова «Стрим» подарил мне массу приятных эмоций. Это такая, можно сказать, книжная комедия о живущих в Москве людях - они все очень разные, но все хотят любви, все о чем-то мечтают и живут свои жизни как могут.Каждая глава буквально дает нам возможность заглянуть в голову к одному из героев. Автор придумал для каждого свою орфографию и фишечки, где-то написано с ошибками, где-то наоборот- чересчур вычурно.Местами я просто смеялась вслух над размышлениями персонажей - например, о ценах в Пятерочке или о знакомствах в Тиндере.Но самое классное в книге - удивительно точное описание бытовых ситуаций и деталей. Я такое обожаю.",96
5,"5Про лягушонка и банку сметаны помните? Вот Катриона снова лягушонок, но масло собьёт так, что устанут кушать)).  В 4  книге Елены Звёздной ""Катриона: Восход Черной звезды"" мир новый, а проблемы старые. Лучик надежды подарен, значит надо засучить рукава и перевернуть и этот мир, установить свои  законы, построить экономику, освободить от рабства людей. Новая империя  более гротескная, чудовищная, хотя чему удивляться, зная повадки кесаря ;) Очень повеселил образовательный минимум, прям автор поплясала на любимой мозоли). Изюминка:  много интересных новых рас, со своими характерными ""прелестными"" особенностями. Но самое важное для меня в книге - это носорожий характер героини: цель вижу, препятствий нет. Могу только восхищаться :))Моя благодарность автору за историю о том, что никогда не надо сдаваться.",113
5,"5На что намекает название, взятое Агатой Кристи из речи Брута в ""Юлии Цезаре"" Шекспира? Какой такой прилив в делах, который ведёт к счастью? Если брать дела Брута, то для него, видимо, счастье в убийстве первосвященника Юлия Цезаря. В этом смысле убийство главы рода Клоудов, с тем, чтобы на нём паразитировать, доводить до нищенского состояния — это весьма похоже на Брута, который хотел проделать тоже самое, но в масштабах государства, а не отдельно взятой семьи. Клоуды, видимо, были неплохими людьми, раз у них был такой друг, как Пуаро. Взять хотя бы жену Джереми, которая в кризисной ситуации ведёт себя очень достойно, — в смысле, пытается помочь мужу, а не пилит его истериками. Очень красиво этот момент снят в сериале с Дэвидом Суше. На столько, что об этом эпизоде снят небольшой сюжет: «Как девушка может помочь в учёбе».11:29",134
5,"5Эни работает служанкой в королевском дворце, не жалуется на судьбу, радуясь тому, что у неё есть крыша над головой и защита короля, в то время как другие люди, гибнут от рук эвендинов - существ, обладающих невероятно мощной и смертоносной магией. Однако всё меняется, когда Эни неожиданно становится центром внимания и её руки просит загадочный лорд из приграничных земель.Отказать лорду девушка не в праве, поэтому соглашается и сразу же уезжает в загадочное место, под названием Предгорье, которое окружено магическим барьером, чтобы незваным гостям было не так-то просто туда попасть.Обосновавшись, девушка начинает понимать, что ей выпала возможность стать невестой не просто так, есть некая загадка, которая зарыта в её прошлом. Разгадать её Эни одной не под силу, поэтому на помощь ей приходит загадочный воин-незнакомец Диос, помощник лорда - оруженосец Юст и музыкальный инструмент - виела, к игре на которой у Эни особый талант...Вместе с главной героиней читателю открывается магический мир загадочных существ: невероятных эвендинов, опаснейших ильфитов и крылатых симарглов. Весь тот мир, который знала Эни предстаёт перед ней в другом свете, а люди, в ком она когда-то искала защиты, оказываются предателями и врагами...Будьте готовы к тому, что закончится история на самом интересном месте, обещающем нам не менее интересную и захватывающую вторую часть. Фанатам жанра книга обязательна к прочтению!Источник",201
5,"5Это долгожданное продолжение, и оно не капельки не разочаровало!Я была очень рада узнать, что же стало дальше с уже полюбившимися героями: добрым душой, но отталкивающим с первого взгляда Фабианом, и его другом, открытым и всегда спешащим на помощь всем нуждающимся, Ларри.Основной сюжет просто шикарный: автор оставляет зацепки на протяжении всей книги, что выливается в непредсказуемый финал.Любовная линия сначала вызвала немного недовольства, но всё завершилось как я хотела, очень логично, мне понравилось)Книгу однозначно рекомендую к прочтению!",75
5,"5Повествование неспешное, как лёгкий снег в безветренную погоду, сказочное.Хейзел - я не могу не восхищаться ей. Верная, не только телом, но и мыслями. Дала слово дождаться любимого и держит его. Она и мысли не допускает, что может не дождаться... даже по прошествии 6 лет.Адам - не юный страстный парень. А мужчина, который прошёл войну и нуждается в доме, где царит уют и покой. Они с Хеэйзел очень похожи в своих желаниях.И как противовес, хорошо показана и золотая безбашенная молодёжь, которая не задумывается о последствиях своих поступков. Очень надеюсь, что они свой урок извлекут. Кстати, мне импонировали молодые люди, когда стали ухаживать за Хейзел. И то, что до определённого момента не навязывались, а с уважением относились к её ожиданию друга.И не могу не высказать своё ""ФИ"" Эндрю. На протяжении всей истории выводил из себя. Чего я ему только не высказала мысленно :)) готова была перейти к рукоприкладству :)Очень интересно описаны их обычаи. Юлльское полено, духи зимы, белые шептуны. Сразу навеяло, как раньше на Руси проходили народные гуляния. Жаль, что сейчас не так...Подводя итог скажу, историю прочла с удовольствием. Рекомендую всем! Может кого она и сподвигнет на украшение дома и прогулки в парке, игры на свежем воздухе :)",189
5,"5Это та история, которая буквально сказала мне ""Борись"", но обо всем по порядку.в этой книге нет ""долго и счастливо"", в этой книге вас ждёт настоящий круговорот эмоций. переживания, боль, страх и надежда окутывают во время прочтения, заставляя задуматься. это не та книга, где вы можете ждать уютную романтическую историю, нет, вовсе нет. в этой книге смешалась психология, травмы, моральная нестабильность, гонки, криминал. эта книга создана с посылом к читателю, чтобы он боролся. всегда, чтобы не случилось, нужно бороться.Шелл невероятно сильный персонаж, которая вопреки всем своим проблемам продолжает держаться. конечно, не без помощи близких, но её стойкости позавидуют многие.Айден холодный камень, который постепенно начинает таять. заботливый, сильный, но не менее травмированый герой. книга сильно потрясла меня, и далеко не сразу я смогла сесть за отзыв. трудно рассказать обо всем, что я испытала. просто нужно прочесть книгу, чтобы понять мои слова.""Созвездие для Шелл"" душераздирающая история, особенно, если хоть что то из этого вы испытали на себе. не буду таить, мне тоже досталось, я тоже от части травмирована, от чего книга стала настоящим пинком к проработке своих травм. показала, что от них не нужно бежать, нужно бороться.Тесс устроила для меня настоящие эмоциональные качели. знали бы вы, сколько раз я останавливалась во время прочтения, потому что из за пелены слез не могла разобрать текст. любовная линия здесь плавная. герои бояться делать первые шаги, открываться друг другу, но постепенно позволяют взглянуть на свои скелеты в шкафу. это делает их живыми, такими похожими на настоящих людей.до конца истории Тесса держит нас в напряжении, и в упрямой надежде на светлое будущее героев, которым ты так сопереживал.порадовало то, что Шелл находилась в своём окружении, которое было готово в любой момент пойти за ней. моменты с посиделками компании очень тёплые, наполненые дружелюбной атмосферой, пропитаны пониманием.как любитель глубокого психологизма, я осталась в полном восторге от прочитанного. если говорить о финале истории...чтож, он развернулся довольно неожиданно и застал меня врасплох. но я рада, что книга закончилась именно так. думаю, лучше быть и не могло.я настоятельно рекомендую вас познакомиться с этой книгой. поверьте, равнодушным не останется никто. смело ставлю 10/10 и ни очем не жалею. это действительно одно из самых стоющих и лучших произведений, с которыми я успела познакомиться за последний год.",353
5,"5После смерти отца Нина Стелманис была вынуждена переехать в небольшой городок Порт-Рей к своим тетушкам, так как её прежний дом был отдан за долги отца. Девушке пришлось поселился в ""Бернадетт"" - месте, которое когда-то было знаменитой гостиницей, а сейчас прозябало во мраке и уединении. Местные жители сторонились дома на холме, а религиозные фанатики и вовсе верили, что это место обитания самого дьявола...С каждым новым днём Нина познавала ""новый дом"" с неожиданной стороны: кроме тётушек, здесь жили весьма странные личности, чье присутствие лишь нагнетало и без того мрачную обстановку; по ночам были слышны крики и разборки, в которых Нина предпочитали не участвовать; а чьё-то постоянное присутствие и наблюдение со стороны, заставляли бегать мурашки по телу девушки.Однако вскоре Нина узнаёт страшную правду об обитателях ""Бернадетт"", а главное, что и сама девушка начинает вливаться в царившую здесь атмосферу...Сумасбродная, мрачная и захватывающая история, в которой до середины не понимаешь что к чему, кто все эти люди и что они творят. Лишь финал расставляет всё на свои места и фантазии автора остаётся лишь удивляться, а приятным слогом наслаждаться.Герои книги очень разные, каждый из них отлично раскрыт перед читателем, а история каждого из них хранит в прошлом не мало трагедий. ""Бернадетт"" стал их домом, или иначе сказать укрытием, где никто не будет их судить и попрекать. Где тушки Стелманис приняли их такими, какими они есть...Многое хочется сказать: о мистических героях, необычном сюжете, самом городке и мрачной гостинице, но обо всём этом Вам придётся узнать, прочитав эту книгу.Источник",237
5,"5Юный землекоп влюбляется в рыжеволосую актрису намного старше себя и проводит с ней ночь любви. На следующий день он по неосторожности совершает преступление и сбегает, вместо того чтобы оказать потерпевшему помощь.Сначала он опасается, что его накажут, но потом радуется, что всё сошло с рук. Он получает образование, женится и живёт в своё удовольствие, став одним из богатых застройщиков Турции.Но Аллах видит всё, и закон кармы никто не отменял. Герой получит по заслугам, пусть даже через много лет.Очень интересно наблюдать, как причудливо в жизни героев книги вплетаются миф о царе Эдипе и ""Шахнаме"".Благодарю Новогодний флешмоб и  MissBennett  за эту восточную сказку",97
5,"5Такой Кинг мне нравится. Один из самых реалистичных романов.  Оказывается, прочитано уже девять и это несмотря на то, что очень не ровные у нас взаимоотношения с автором. ""Куджо"" на данный момент лучший. Небольшой объем, постепенное нагнетание напряжения и ужас неизбежной драмы. Как говорится, не оторваться.Подкупает сюжет правдоподобностью происходящего. Никогда не знаешь, что может произойти, если неадекватный хозяин очень крупной собаки пренебрегает элементарными правилами содержания. В этом случае даже самый добрый сенбернар в мире может превратиться в двухсотфунтовую машину смерти, ослепленную яростью и болью, следящую за жертвой безумным взглядом покрасневших глаз.Роман ""Куджо"" - захватывающая история о маленьком городке Касл-Рок в штате Мэн. С первых страниц нас знакомят с двумя семьями. Трентоны, обычная семья, где отец-бизнесмен Вик, жена домохозяйка Донна и четырехлетний сын Тэд. Сталкиваются с типичными проблемами молодых семей. С другой стороны, странная семейка Кэмберов, отец автомеханик озлобленный абьюзер, поколачивающий жену, а к сыну даже по имени не обращается, но у них живет добряк сенбернар Куджо.По воле злого рока их пути пересекаются, вынуждая принимать самые страшные решения в жизни. Мелкие повседневные проблемы рассеиваются как дым перед лицом монстра, когда выхода нет и помощи ждать неоткуда. Остается только сожалеть о тех обычных днях, которые канули в прошлое.Мир полон монстров, и они всегда, в любую минуту, могут наброситься на безвинных и беспомощныхРоман иллюстрирует как отдельные, казалось бы, незначительные события непредсказуемо и лавинообразно приводят к драме. Как не планируй свою жизнь, не загадывай и не рассчитывай на успешный успех внешние силы могут все изменить за мгновение. Остается только бороться за жизнь, за счастье.""Куджо"" вызывает множество эмоций.  Жестокие кровавые сцены не оставят равнодушными.  Заставляет задуматься о границах добра и зла, о силе любви и отчаяния. Рекомендую всем поклонникам жанра хоррор.Клуб Тьма наступает",270
5,"5Китеж - город, о котором мало кто помнит из простых людей, называющихся в книге неведичами, однако для тех у кого есть магические способности Китеж является городом силы.  В него могут попасть лишь тёмные и светлые маги, всякого рода нечесть и те из неведичей, в которых караульные могут заблаговременно отыскать магические способности.Таким образом, в Китеже оказалась и главная героиня - тринадцатилетняя Маринка. Ещё день назад она жила с пьющим отцом и мало что знала о своей сбежавшей матери, однако неожиданно гуляя на улице, девочка наткнулась на Представительство Китежа, которое могут обнаружить лишь те, в чьих жилах присутствует магия.И вот пройдя некоторую проверку на пригодность, Марина была отправлена в Китеж на обучение в гимназии, где должна была определится её дальнейшая судьба и магическое направление.Как оказалось, Китеж не просто город, спрятанный от глаз неведичей, это старинный атмосферный городок, где до сих пор многие предпочитают упряжку лошадей автомобилям."" С первого взгляда ей казалось, что попали они не в волшебный город, а скорее в прошлое. Мостовая, пустые улицы без машин, старинные дома этажа в три высотой. Но не деревянные, как представительства в Нижнем и Челнах, а кирпичные. Фонари кованые. Но вот опять — светили в них не лампочки, а кристаллы. А в некоторых так и вовсе плясало пламя настоящего огня. По тротуарам спешили люди. И снова все в привычной одежде, даже не в старинной. Зачем искать плащи и балахоны, если леший в джинсах? ""Перед нами захватывающее, атмосферное фэнтези, мир в котором с первых строк увлекает своей идеей и многообразием. Автор мастерски раскрывает мироустройство, в каждой главе добавляя всё больше и больше подробностей. Казалось бы, что же ещё можно придумать, ведь фэнтези книг так много, но у автора на этот счёт своё видение, которое явно не оставит равнодушным любителей жанра. Главная героиня - Маринка, несмотря на свой юный возраст очень подходит этой истории. Смышлёная и сообразительная девочка, которая очень обрадовалась открывшейся перед ней возможности учится волшебству. Однако, если она думала, что её путешествие в Китеж ограничится лишь учёбой, то она ошибалась...Источник",319
